task_id,task_number,group_id,group_pos,neighbor_rank,neighbor_task_id,neighbor_task_number,neighbor_group_id,neighbor_group_pos,similarity
"task_0461","3.114","3_029","2","9","task_0452","3.105","3_027","1","0.16058"
"task_0461","3.114","3_029","2","10","task_0465","3.118","3_030","2","0.159592"
"task_0462","3.115","3_029","3","1","task_0456","3.109","3_028","1","0.95111"
"task_0462","3.115","3_029","3","2","task_0458","3.111","3_028","3","0.883298"
"task_0462","3.115","3_029","3","3","task_0460","3.113","3_029","1","0.590293"
"task_0462","3.115","3_029","3","4","task_0371","3.24","3_006","4","0.23419"
"task_0462","3.115","3_029","3","5","task_0369","3.22","3_006","2","0.216365"
"task_0462","3.115","3_029","3","6","task_0476","3.129","3_033","1","0.204867"
"task_0462","3.115","3_029","3","7","task_0370","3.23","3_006","3","0.202398"
"task_0462","3.115","3_029","3","8","task_0561","3.217","3_054","1","0.195135"
"task_0462","3.115","3_029","3","9","task_0368","3.21","3_006","1","0.16496"
"task_0462","3.115","3_029","3","10","task_0478","3.131","3_033","3","0.164514"
"task_0463","3.116","3_029","4","1","task_0459","3.112","3_028","4","0.607141"
"task_0463","3.116","3_029","4","2","task_0461","3.114","3_029","2","0.380318"
"task_0463","3.116","3_029","4","3","task_0457","3.110","3_028","2","0.293421"
"task_0463","3.116","3_029","4","4","task_0452","3.105","3_027","1","0.232325"
"task_0463","3.116","3_029","4","5","task_0454","3.107","3_027","3","0.229427"
"task_0463","3.116","3_029","4","6","task_0348","3.1","3_001","1","0.225636"
"task_0463","3.116","3_029","4","7","task_0350","3.3","3_001","3","0.222819"
"task_0463","3.116","3_029","4","8","task_0455","3.108","3_027","4","0.215492"
"task_0463","3.116","3_029","4","9","task_0424","3.77","3_020","1","0.200072"
"task_0463","3.116","3_029","4","10","task_0548","3.201","3_050","4","0.198662"
"task_0464","3.117","3_030","1","1","task_0466","3.119","3_030","3","0.901632"
"task_0464","3.117","3_030","1","2","task_0418","3.71","3_018","3","0.349975"
"task_0464","3.117","3_030","1","3","task_0414","3.67","3_017","3","0.328006"
"task_0464","3.117","3_030","1","4","task_0484","3.137","3_035","1","0.292462"
"task_0464","3.117","3_030","1","5","task_0424","3.77","3_020","1","0.256295"
"task_0464","3.117","3_030","1","6","task_0416","3.69","3_018","1","0.254375"
"task_0464","3.117","3_030","1","7","task_0528","3.181","3_045","4","0.248773"
"task_0464","3.117","3_030","1","8","task_0412","3.65","3_017","1","0.24772"
"task_0464","3.117","3_030","1","9","task_0485","3.138","3_035","2","0.245991"
"task_0464","3.117","3_030","1","10","task_0455","3.108","3_027","4","0.237753"
"task_0465","3.118","3_030","2","1","task_0564","3.220","3_054","4","0.42325"
"task_0465","3.118","3_030","2","2","task_0560","3.216","3_053","4","0.406068"
"task_0465","3.118","3_030","2","3","task_0558","3.214","3_053","2","0.326516"
"task_0465","3.118","3_030","2","4","task_0467","3.120","3_030","4","0.305015"
"task_0465","3.118","3_030","2","5","task_0385","3.38","3_010","2","0.290423"
"task_0465","3.118","3_030","2","6","task_0484","3.137","3_035","1","0.286155"
"task_0465","3.118","3_030","2","7","task_0527","3.180","3_045","3","0.282116"
"task_0465","3.118","3_030","2","8","task_0387","3.40","3_010","4","0.281013"
"task_0465","3.118","3_030","2","9","task_0383","3.36","3_009","4","0.279287"
"task_0465","3.118","3_030","2","10","task_0485","3.138","3_035","2","0.277319"
"task_0466","3.119","3_030","3","1","task_0464","3.117","3_030","1","0.901632"
"task_0466","3.119","3_030","3","2","task_0418","3.71","3_018","3","0.372403"
"task_0466","3.119","3_030","3","3","task_0414","3.67","3_017","3","0.351573"
"task_0466","3.119","3_030","3","4","task_0484","3.137","3_035","1","0.294855"
"task_0466","3.119","3_030","3","5","task_0528","3.181","3_045","4","0.274086"
"task_0466","3.119","3_030","3","6","task_0424","3.77","3_020","1","0.258392"
"task_0466","3.119","3_030","3","7","task_0416","3.69","3_018","1","0.256457"
"task_0466","3.119","3_030","3","8","task_0412","3.65","3_017","1","0.249748"
"task_0466","3.119","3_030","3","9","task_0485","3.138","3_035","2","0.248004"
"task_0466","3.119","3_030","3","10","task_0496","3.149","3_037","4","0.240001"
"task_0467","3.120","3_030","4","1","task_0385","3.38","3_010","2","0.614398"
"task_0467","3.120","3_030","4","2","task_0558","3.214","3_053","2","0.536884"
"task_0467","3.120","3_030","4","3","task_0562","3.218","3_054","2","0.533467"
"task_0467","3.120","3_030","4","4","task_0560","3.216","3_053","4","0.411325"
"task_0467","3.120","3_030","4","5","task_0387","3.40","3_010","4","0.371532"
"task_0467","3.120","3_030","4","6","task_0564","3.220","3_054","4","0.326545"
"task_0467","3.120","3_030","4","7","task_0465","3.118","3_030","2","0.305015"
"task_0467","3.120","3_030","4","8","task_0383","3.36","3_009","4","0.228745"
"task_0467","3.120","3_030","4","9","task_0381","3.34","3_009","2","0.1967"
"task_0467","3.120","3_030","4","10","task_0457","3.110","3_028","2","0.195204"
"task_0468","3.121","3_031","1","1","task_0470","3.123","3_031","3","0.697157"
"task_0468","3.121","3_031","1","2","task_0474","3.127","3_032","3","0.672101"
"task_0468","3.121","3_031","1","3","task_0472","3.125","3_032","1","0.526846"
"task_0468","3.121","3_031","1","4","task_0539","3.192","3_048","3","0.249628"
"task_0468","3.121","3_031","1","5","task_0537","3.190","3_048","1","0.230863"
"task_0468","3.121","3_031","1","6","task_0452","3.105","3_027","1","0.223171"
"task_0468","3.121","3_031","1","7","task_0466","3.119","3_030","3","0.214255"
"task_0468","3.121","3_031","1","8","task_0454","3.107","3_027","3","0.214194"
"task_0468","3.121","3_031","1","9","task_0500","3.153","3_038","4","0.212041"
"task_0468","3.121","3_031","1","10","task_0538","3.191","3_048","2","0.209288"
"task_0469","3.122","3_031","2","1","task_0473","3.126","3_032","2","0.729772"
"task_0469","3.122","3_031","2","2","task_0471","3.124","3_031","4","0.449049"
"task_0469","3.122","3_031","2","3","task_0475","3.128","3_032","4","0.315652"
"task_0469","3.122","3_031","2","4","task_0503","3.156","3_039","3","0.217556"
"task_0469","3.122","3_031","2","5","task_0366","3.19","3_005","3","0.186511"
"task_0469","3.122","3_031","2","6","task_0367","3.20","3_005","4","0.159272"
"task_0469","3.122","3_031","2","7","task_0551","3.204","3_051","3","0.13866"
"task_0469","3.122","3_031","2","8","task_0549","3.202","3_051","1","0.137867"
"task_0469","3.122","3_031","2","9","task_0364","3.17","3_005","1","0.132175"
"task_0469","3.122","3_031","2","10","task_0499","3.152","3_038","3","0.131364"
"task_0470","3.123","3_031","3","1","task_0474","3.127","3_032","3","0.710898"
"task_0470","3.123","3_031","3","2","task_0468","3.121","3_031","1","0.697157"
"task_0470","3.123","3_031","3","3","task_0472","3.125","3_032","1","0.439391"
"task_0470","3.123","3_031","3","4","task_0539","3.192","3_048","3","0.252524"
"task_0470","3.123","3_031","3","5","task_0537","3.190","3_048","1","0.235328"
"task_0470","3.123","3_031","3","6","task_0373","3.26","3_007","2","0.230772"
"task_0470","3.123","3_031","3","7","task_0500","3.153","3_038","4","0.225747"
"task_0470","3.123","3_031","3","8","task_0496","3.149","3_037","4","0.218752"
"task_0470","3.123","3_031","3","9","task_0466","3.119","3_030","3","0.21201"
"task_0470","3.123","3_031","3","10","task_0538","3.191","3_048","2","0.209743"
"task_0471","3.124","3_031","4","1","task_0475","3.128","3_032","4","0.581004"
"task_0471","3.124","3_031","4","2","task_0473","3.126","3_032","2","0.499986"
"task_0471","3.124","3_031","4","3","task_0469","3.122","3_031","2","0.449049"
"task_0471","3.124","3_031","4","4","task_0499","3.152","3_038","3","0.173968"
"task_0471","3.124","3_031","4","5","task_0378","3.31","3_008","3","0.156589"
"task_0471","3.124","3_031","4","6","task_0549","3.202","3_051","1","0.148398"
"task_0471","3.124","3_031","4","7","task_0551","3.204","3_051","3","0.139175"
"task_0471","3.124","3_031","4","8","task_0366","3.19","3_005","3","0.136146"
"task_0471","3.124","3_031","4","9","task_0503","3.156","3_039","3","0.119396"
"task_0471","3.124","3_031","4","10","task_0367","3.20","3_005","4","0.119323"
"task_0472","3.125","3_032","1","1","task_0468","3.121","3_031","1","0.526846"
"task_0472","3.125","3_032","1","2","task_0474","3.127","3_032","3","0.440648"
"task_0472","3.125","3_032","1","3","task_0470","3.123","3_031","3","0.439391"
"task_0472","3.125","3_032","1","4","task_0452","3.105","3_027","1","0.326452"
"task_0472","3.125","3_032","1","5","task_0454","3.107","3_027","3","0.30539"
"task_0472","3.125","3_032","1","6","task_0455","3.108","3_027","4","0.266937"
"task_0472","3.125","3_032","1","7","task_0493","3.146","3_037","1","0.222123"
"task_0472","3.125","3_032","1","8","task_0539","3.192","3_048","3","0.204117"
"task_0472","3.125","3_032","1","9","task_0548","3.201","3_050","4","0.165799"
"task_0472","3.125","3_032","1","10","task_0406","3.59","3_015","3","0.162705"
"task_0473","3.126","3_032","2","1","task_0469","3.122","3_031","2","0.729772"
"task_0473","3.126","3_032","2","2","task_0471","3.124","3_031","4","0.499986"
"task_0473","3.126","3_032","2","3","task_0475","3.128","3_032","4","0.330005"
"task_0473","3.126","3_032","2","4","task_0366","3.19","3_005","3","0.21345"
"task_0473","3.126","3_032","2","5","task_0367","3.20","3_005","4","0.167137"
"task_0473","3.126","3_032","2","6","task_0499","3.152","3_038","3","0.15912"
"task_0473","3.126","3_032","2","7","task_0551","3.204","3_051","3","0.145132"
"task_0473","3.126","3_032","2","8","task_0549","3.202","3_051","1","0.144302"
"task_0473","3.126","3_032","2","9","task_0503","3.156","3_039","3","0.118389"
"task_0473","3.126","3_032","2","10","task_0364","3.17","3_005","1","0.112529"
"task_0474","3.127","3_032","3","1","task_0470","3.123","3_031","3","0.710898"
"task_0474","3.127","3_032","3","2","task_0468","3.121","3_031","1","0.672101"
"task_0474","3.127","3_032","3","3","task_0472","3.125","3_032","1","0.440648"
"task_0474","3.127","3_032","3","4","task_0373","3.26","3_007","2","0.220572"
"task_0474","3.127","3_032","3","5","task_0500","3.153","3_038","4","0.217207"
"task_0474","3.127","3_032","3","6","task_0496","3.149","3_037","4","0.209071"
"task_0474","3.127","3_032","3","7","task_0452","3.105","3_027","1","0.206584"
"task_0474","3.127","3_032","3","8","task_0539","3.192","3_048","3","0.205506"
"task_0474","3.127","3_032","3","9","task_0466","3.119","3_030","3","0.198477"
"task_0474","3.127","3_032","3","10","task_0537","3.190","3_048","1","0.195417"
"task_0475","3.128","3_032","4","1","task_0471","3.124","3_031","4","0.581004"
"task_0475","3.128","3_032","4","2","task_0473","3.126","3_032","2","0.330005"
"task_0475","3.128","3_032","4","3","task_0469","3.122","3_031","2","0.315652"
"task_0475","3.128","3_032","4","4","task_0499","3.152","3_038","3","0.161393"
"task_0475","3.128","3_032","4","5","task_0378","3.31","3_008","3","0.142101"
"task_0475","3.128","3_032","4","6","task_0549","3.202","3_051","1","0.131627"
"task_0475","3.128","3_032","4","7","task_0551","3.204","3_051","3","0.131357"
"task_0475","3.128","3_032","4","8","task_0376","3.29","3_008","1","0.112843"
"task_0475","3.128","3_032","4","9","task_0367","3.20","3_005","4","0.104437"
"task_0475","3.128","3_032","4","10","task_0503","3.156","3_039","3","0.097979"
"task_0476","3.129","3_033","1","1","task_0480","3.133","3_034","1","0.754532"
"task_0476","3.129","3_033","1","2","task_0482","3.135","3_034","3","0.752888"
"task_0476","3.129","3_033","1","3","task_0478","3.131","3_033","3","0.566964"
"task_0476","3.129","3_033","1","4","task_0460","3.113","3_029","1","0.228662"
"task_0476","3.129","3_033","1","5","task_0371","3.24","3_006","4","0.21981"
"task_0476","3.129","3_033","1","6","task_0458","3.111","3_028","3","0.206606"
"task_0476","3.129","3_033","1","7","task_0456","3.109","3_028","1","0.205263"
"task_0476","3.129","3_033","1","8","task_0462","3.115","3_029","3","0.204867"
"task_0476","3.129","3_033","1","9","task_0369","3.22","3_006","2","0.197539"
"task_0476","3.129","3_033","1","10","task_0368","3.21","3_006","1","0.15674"
"task_0477","3.130","3_033","2","1","task_0479","3.132","3_033","4","0.804067"
"task_0477","3.130","3_033","2","2","task_0481","3.134","3_034","2","0.188033"
"task_0477","3.130","3_033","2","3","task_0483","3.136","3_034","4","0.182365"
"task_0477","3.130","3_033","2","4","task_0426","3.79","3_020","3","0.125262"
"task_0477","3.130","3_033","2","5","task_0495","3.148","3_037","3","0.107538"
"task_0477","3.130","3_033","2","6","task_0424","3.77","3_020","1","0.107046"
"task_0477","3.130","3_033","2","7","task_0372","3.25","3_007","1","0.10248"
"task_0477","3.130","3_033","2","8","task_0373","3.26","3_007","2","0.100789"
"task_0477","3.130","3_033","2","9","task_0374","3.27","3_007","3","0.100487"
"task_0477","3.130","3_033","2","10","task_0390","3.43","3_011","3","0.09889"
"task_0478","3.131","3_033","3","1","task_0480","3.133","3_034","1","0.686563"
"task_0478","3.131","3_033","3","2","task_0482","3.135","3_034","3","0.685068"
"task_0478","3.131","3_033","3","3","task_0476","3.129","3_033","1","0.566964"
"task_0478","3.131","3_033","3","4","task_0397","3.50","3_013","2","0.182802"
"task_0478","3.131","3_033","3","5","task_0458","3.111","3_028","3","0.176866"
"task_0478","3.131","3_033","3","6","task_0456","3.109","3_028","1","0.164832"
"task_0478","3.131","3_033","3","7","task_0462","3.115","3_029","3","0.164514"
"task_0478","3.131","3_033","3","8","task_0460","3.113","3_029","1","0.148989"
"task_0478","3.131","3_033","3","9","task_0492","3.145","3_036","4","0.142085"
"task_0478","3.131","3_033","3","10","task_0369","3.22","3_006","2","0.139505"
"task_0479","3.132","3_033","4","1","task_0477","3.130","3_033","2","0.804067"
"task_0479","3.132","3_033","4","2","task_0483","3.136","3_034","4","0.196721"
"task_0479","3.132","3_033","4","3","task_0481","3.134","3_034","2","0.180303"
"task_0479","3.132","3_033","4","4","task_0493","3.146","3_037","1","0.162103"
"task_0479","3.132","3_033","4","5","task_0426","3.79","3_020","3","0.125312"
"task_0479","3.132","3_033","4","6","task_0425","3.78","3_020","2","0.119376"
"task_0479","3.132","3_033","4","7","task_0390","3.43","3_011","3","0.097665"
"task_0479","3.132","3_033","4","8","task_0424","3.77","3_020","1","0.092936"
"task_0479","3.132","3_033","4","9","task_0495","3.148","3_037","3","0.091822"
"task_0479","3.132","3_033","4","10","task_0474","3.127","3_032","3","0.087497"
"task_0480","3.133","3_034","1","1","task_0482","3.135","3_034","3","0.946238"
"task_0480","3.133","3_034","1","2","task_0476","3.129","3_033","1","0.754532"
"task_0480","3.133","3_034","1","3","task_0478","3.131","3_033","3","0.686563"
"task_0480","3.133","3_034","1","4","task_0397","3.50","3_013","2","0.174856"
"task_0480","3.133","3_034","1","5","task_0458","3.111","3_028","3","0.159179"
"task_0480","3.133","3_034","1","6","task_0456","3.109","3_028","1","0.152692"
"task_0480","3.133","3_034","1","7","task_0462","3.115","3_029","3","0.152398"
"task_0480","3.133","3_034","1","8","task_0460","3.113","3_029","1","0.145028"
"task_0480","3.133","3_034","1","9","task_0401","3.54","3_014","2","0.140076"
"task_0480","3.133","3_034","1","10","task_0492","3.145","3_036","4","0.134554"
"task_0481","3.134","3_034","2","1","task_0483","3.136","3_034","4","0.756931"
"task_0481","3.134","3_034","2","2","task_0477","3.130","3_033","2","0.188033"
"task_0481","3.134","3_034","2","3","task_0479","3.132","3_033","4","0.180303"
"task_0481","3.134","3_034","2","4","task_0390","3.43","3_011","3","0.123125"
"task_0481","3.134","3_034","2","5","task_0391","3.44","3_011","4","0.102347"
"task_0481","3.134","3_034","2","6","task_0426","3.79","3_020","3","0.099952"
"task_0481","3.134","3_034","2","7","task_0388","3.41","3_011","1","0.097204"
"task_0481","3.134","3_034","2","8","task_0425","3.78","3_020","2","0.092446"
"task_0481","3.134","3_034","2","9","task_0389","3.42","3_011","2","0.085374"
"task_0481","3.134","3_034","2","10","task_0493","3.146","3_037","1","0.07823"
"task_0482","3.135","3_034","3","1","task_0480","3.133","3_034","1","0.946238"
"task_0482","3.135","3_034","3","2","task_0476","3.129","3_033","1","0.752888"
"task_0482","3.135","3_034","3","3","task_0478","3.131","3_033","3","0.685068"
"task_0482","3.135","3_034","3","4","task_0397","3.50","3_013","2","0.174475"
"task_0482","3.135","3_034","3","5","task_0458","3.111","3_028","3","0.158832"
"task_0482","3.135","3_034","3","6","task_0456","3.109","3_028","1","0.15236"
"task_0482","3.135","3_034","3","7","task_0462","3.115","3_029","3","0.152066"
"task_0482","3.135","3_034","3","8","task_0460","3.113","3_029","1","0.144712"
"task_0482","3.135","3_034","3","9","task_0401","3.54","3_014","2","0.139771"
"task_0482","3.135","3_034","3","10","task_0492","3.145","3_036","4","0.134261"
"task_0483","3.136","3_034","4","1","task_0481","3.134","3_034","2","0.756931"
"task_0483","3.136","3_034","4","2","task_0479","3.132","3_033","4","0.196721"
"task_0483","3.136","3_034","4","3","task_0477","3.130","3_033","2","0.182365"
"task_0483","3.136","3_034","4","4","task_0388","3.41","3_011","1","0.105607"
"task_0483","3.136","3_034","4","5","task_0391","3.44","3_011","4","0.104981"
"task_0483","3.136","3_034","4","6","task_0426","3.79","3_020","3","0.104101"
"task_0483","3.136","3_034","4","7","task_0390","3.43","3_011","3","0.094978"
